"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Hydroxy-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Keto-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|N-desalkyl-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Hydroxy-Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Keto-Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|N-desalkyl-Itraconazole|Concentration in container [µmol/l]","Organism|Lumen|Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Hydroxy-Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Keto-Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|N-desalkyl-Itraconazole|Fraction of oral drug mass absorbed into mucosa"
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,2.079691E-05,7.159907E-07,2.930017E-08,3.757413E-09,7.687145E-05,3.818276E-06,1.671238E-07,3.914624E-08,0.0004540122,0,0,0
0,12,0.0003179519,3.128251E-05,1.422396E-06,3.485516E-07,0.0006499684,8.312159E-05,3.968169E-06,1.552261E-06,0.002068102,0,0,0
0,18,0.001292341,0.0001982366,9.127459E-06,3.133424E-06,0.002100975,0.0003925931,1.889795E-05,9.572703E-06,0.004957458,0,0,0
0,24,0.00322435,0.0006409223,2.932772E-05,1.22675E-05,0.004578092,0.001081064,5.161618E-05,3.042568E-05,0.008543484,0,0,0
0,30,0.006054428,0.001460464,6.598653E-05,3.157834E-05,0.007887836,0.002206446,0.0001038015,6.808506E-05,0.01261527,0,0,0
0,36,0.009684032,0.002689862,0.0001196316,6.279427E-05,0.01201161,0.003780618,0.0001747571,0.0001229438,0.01744907,0,0,0
0,42,0.01414415,0.004363696,0.0001908988,0.0001062383,0.01700339,0.005852121,0.0002657009,0.0001950106,0.02293174,0,0,0
0,48,0.01937522,0.0065265,0.0002808427,0.0001621256,0.02271314,0.008456177,0.0003771691,0.0002844288,0.02871293,0,0,0
0,54,0.02526153,0.00919005,0.0003889769,0.000230195,0.02908433,0.01158695,0.0005077256,0.0003900396,0.03502984,0,0,0
0,60,0.03181668,0.01236388,0.0005147696,0.0003096447,0.0361927,0.01526565,0.0006573072,0.0005105882,0.04204807,0,0,0
0,66,0.03909947,0.01608128,0.0006587323,0.0003999093,0.04405541,0.01953853,0.0008269636,0.0006456388,0.04941934,0,0,0
0,72,0.04700828,0.0203687,0.000821079,0.0005007177,0.05250476,0.0244109,0.001015975,0.0007946512,0.05700984,0,0,0
0,78,0.05543816,0.0252147,0.001000539,0.0006113888,0.06149072,0.02985492,0.001222349,0.0009560864,0.06497505,0,0,0
0,84,0.06436814,0.03060383,0.001195877,0.0007308752,0.07099536,0.03585854,0.001445032,0.001128375,0.07315393,0,0,0
0,90,0.07370073,0.03652037,0.001406049,0.0008581975,0.08085942,0.04239359,0.001682555,0.001310166,0.08133478,0,0,0
0,96,0.08329226,0.04292135,0.001629155,0.0009922987,0.09094866,0.04939727,0.001932274,0.001499726,0.08952112,0,0,0
0,102,0.0930369,0.04974718,0.001862891,0.001131911,0.1011709,0.05680156,0.002191613,0.001695135,0.09770951,0,0,0
0,108,0.1028588,0.05693621,0.002105091,0.001275736,0.1114579,0.06454176,0.002458344,0.001894617,0.1058986,0,0,0
0,114,0.1127026,0.06442916,0.002353826,0.001422595,0.1217586,0.07255761,0.002730542,0.002096652,0.1140893,0,0,0
0,120,0.1225267,0.07217074,0.002607409,0.001571476,0.1320338,0.0807939,0.003006546,0.002299974,0.1222827,0,0,0
0,126,0.1322997,0.08011029,0.002864375,0.001721537,0.1422528,0.08920068,0.003284933,0.002503551,0.1304806,0,0,0
0,132,0.1419973,0.08820194,0.00312346,0.001872086,0.1523911,0.09773315,0.003564483,0.002706545,0.1386836,0,0,0
0,138,0.1515994,0.09640464,0.00338358,0.002022559,0.1624273,0.1063515,0.003844154,0.002908282,0.1468874,0,0,0
0,144,0.161088,0.1046817,0.0036438,0.002172497,0.1723419,0.11502,0.004123045,0.00310822,0.1550913,0,0,0
0,150,0.1704479,0.1130002,0.003903308,0.002321524,0.1821192,0.123707,0.004400379,0.003305921,0.1632955,0,0,0
0,156,0.179667,0.1213312,0.004161412,0.002469337,0.1917463,0.1323849,0.0046755,0.003501036,0.1715001,0,0,0
0,162,0.1887355,0.1296497,0.004417529,0.00261569,0.2012128,0.1410298,0.004947861,0.003693293,0.1797053,0,0,0
0,168,0.1976457,0.1379336,0.004671167,0.002760385,0.2105106,0.149621,0.005217006,0.003882482,0.1879112,0,0,0
0,174,0.2063917,0.1461642,0.004921918,0.00290327,0.2196332,0.1581412,0.005482565,0.004068446,0.1961181,0,0,0
0,180,0.2149692,0.1543255,0.00516945,0.003044226,0.2285761,0.1665754,0.005744237,0.004251076,0.2043262,0,0,0
0,186,0.2233752,0.1624045,0.0054135,0.003183168,0.2373361,0.1749118,0.006001793,0.004430301,0.2125359,0,0,0
0,192,0.2316082,0.17039,0.00565386,0.003320036,0.2459112,0.1831405,0.006255057,0.004606083,0.2207469,0,0,0
0,198,0.2396671,0.1782732,0.005890371,0.003454792,0.2543003,0.1912534,0.006503901,0.004778411,0.2289582,0,0,0
0,204,0.2475514,0.1860468,0.006122919,0.003587417,0.2625026,0.1992443,0.006748236,0.004947297,0.2371695,0,0,0
0,210,0.2552613,0.1937053,0.006351422,0.003717906,0.2705185,0.2071084,0.006988005,0.005112769,0.2453808,0,0,0
0,216,0.2627981,0.2012443,0.006575829,0.003846267,0.2783492,0.2148421,0.007223184,0.005274871,0.2535923,0,0,0
0,222,0.2701633,0.2086608,0.006796119,0.00397252,0.2859965,0.2224431,0.007453774,0.005433657,0.2618039,0,0,0
0,228,0.2773594,0.2159525,0.007012293,0.00409669,0.2934629,0.2299099,0.0076798,0.005589193,0.2700158,0,0,0
0,234,0.2843891,0.2231186,0.007224372,0.004218812,0.3007516,0.2372422,0.007901305,0.005741551,0.2782279,0,0,0
0,240,0.2912556,0.2301584,0.007432396,0.004338926,0.3078658,0.24444,0.008118349,0.00589081,0.2864403,0,0,0
0,246,0.2979624,0.2370726,0.007636421,0.004457076,0.3148094,0.2515046,0.008331011,0.006037056,0.2946531,0,0,0
0,252,0.3045135,0.2438621,0.007836515,0.004573312,0.3215866,0.2584372,0.008539375,0.006180375,0.3028663,0,0,0
0,258,0.3109126,0.2505283,0.008032755,0.004687685,0.3282017,0.2652397,0.008743537,0.00632086,0.3110801,0,0,0
0,264,0.3171642,0.2570731,0.008225226,0.004800248,0.3346591,0.2719146,0.008943601,0.0064586,0.3192945,0,0,0
0,270,0.3232724,0.2634986,0.00841402,0.004911056,0.3409634,0.2784643,0.009139674,0.006593689,0.3275095,0,0,0
0,276,0.3292418,0.2698073,0.008599233,0.005020165,0.3471195,0.2848918,0.009331866,0.006726219,0.3357254,0,0,0
0,282,0.3350766,0.276002,0.008780967,0.005127632,0.353132,0.2911999,0.009520296,0.006856281,0.3439421,0,0,0
0,288,0.3407816,0.2820854,0.008959323,0.005233511,0.359006,0.297392,0.00970508,0.006983967,0.3521599,0,0,0
0,294,0.3463612,0.2880606,0.009134411,0.00533786,0.3647461,0.3034714,0.009886338,0.007109366,0.3603787,0,0,0
0,300,0.3518198,0.2939307,0.009306335,0.005440733,0.3703574,0.3094413,0.01006419,0.007232566,0.3685988,0,0,0
0,306,0.3571621,0.299699,0.009475202,0.005542185,0.3758443,0.3153054,0.01023875,0.007353653,0.3768193,0,0,0
0,312,0.3623919,0.3053685,0.009641119,0.005642271,0.3812111,0.3210669,0.01041014,0.007472711,0.3850398,0,0,0
0,318,0.3675132,0.3109426,0.009804188,0.005741042,0.3864619,0.3267293,0.01057848,0.007589821,0.3932604,0,0,0
0,324,0.3725298,0.3164243,0.009964513,0.00583855,0.3916009,0.3322959,0.01074386,0.007705063,0.401481,0,0,0
0,330,0.3774454,0.3218167,0.01012219,0.005934843,0.3966321,0.3377699,0.0109064,0.007818512,0.4097017,0,0,0
0,336,0.3822639,0.3271229,0.01027732,0.006029971,0.4015596,0.3431546,0.01106621,0.007930241,0.4179224,0,0,0
0,342,0.3869889,0.3323459,0.01042999,0.006123979,0.4063874,0.3484531,0.01122339,0.00804032,0.4261432,0,0,0
0,348,0.3916242,0.3374887,0.01058029,0.006216911,0.4111195,0.3536685,0.01137804,0.008148817,0.4343641,0,0,0
0,354,0.3961731,0.342554,0.01072833,0.006308811,0.4157595,0.3588039,0.01153025,0.008255799,0.4425852,0,0,0
0,360,0.4006393,0.3475449,0.01087418,0.006399721,0.4203112,0.3638623,0.01168012,0.008361327,0.4508063,0,0,0
0,366,0.405026,0.352464,0.01101793,0.00648968,0.4247783,0.3688464,0.01182775,0.008465462,0.4590276,0,0,0
0,372,0.4093366,0.357314,0.01115966,0.006578727,0.4291642,0.3737592,0.01197322,0.008568262,0.4672491,0,0,0
0,378,0.4135742,0.3620976,0.01129945,0.0066669,0.4334722,0.3786034,0.01211662,0.008669782,0.4754708,0,0,0
0,384,0.4177417,0.3668172,0.01143738,0.006754234,0.4377057,0.3833815,0.01225802,0.008770077,0.4836927,0,0,0
0,390,0.4218423,0.3714755,0.01157352,0.006840763,0.4418678,0.3880963,0.01239752,0.008869195,0.491915,0,0,0
0,396,0.4258619,0.3760746,0.01170795,0.006926521,0.4458786,0.3927496,0.01253517,0.008967192,0.4996303,0,0,0
0,402,0.4295123,0.3806069,0.01184036,0.007011548,0.4493114,0.3973161,0.01267,0.009064131,0.5066982,0,0,0
0,408,0.4325657,0.3850314,0.01196937,0.007095841,0.4520281,0.4017364,0.01279999,0.009159895,0.5131241,0,0,0
0,414,0.434819,0.3892944,0.01209328,0.007179248,0.4537694,0.4059473,0.01292309,0.009254145,0.5187724,0,0,0
0,420,0.4361443,0.3933317,0.01221013,0.007261487,0.4545313,0.4098772,0.01303705,0.009346371,0.5241976,0,0,0
0,426,0.4366338,0.397087,0.01231831,0.007342155,0.4544582,0.41348,0.01314064,0.009435923,0.5294293,0,0,0
0,432,0.4364038,0.400527,0.01241698,0.007420806,0.4536662,0.4167348,0.01323342,0.009522203,0.5344738,0,0,0
0,438,0.4355499,0.4036344,0.0125058,0.00749704,0.4522466,0.4196329,0.01331533,0.00960473,0.5393373,0,0,0
0,444,0.4341416,0.4064035,0.0125847,0.007570552,0.4502546,0.4221736,0.01338646,0.009683163,0.5438935,0,0,0
0,450,0.4321593,0.4088314,0.01265369,0.007641115,0.4476172,0.424353,0.01344675,0.009757266,0.5480707,0,0,0
0,456,0.4295984,0.4109093,0.01271248,0.007708556,0.4443972,0.4261596,0.01349582,0.009826823,0.5520979,0,0,0
0,462,0.4265357,0.4126309,0.01276095,0.007772703,0.4406825,0.4275917,0.01353371,0.009891607,0.5559805,0,0,0
0,468,0.4230465,0.4139977,0.01279918,0.007833398,0.4365477,0.4286562,0.0135607,0.00995144,0.5597236,0,0,0
