"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Midazolam|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Hydroxy-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Keto-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|N-desalkyl-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Midazolam|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Hydroxy-Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Keto-Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|N-desalkyl-Itraconazole|Concentration in container [µmol/l]","Organism|Lumen|Midazolam|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Hydroxy-Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Keto-Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|N-desalkyl-Itraconazole|Fraction of oral drug mass absorbed into mucosa"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,0.005317303,0.0002549281,1.113875E-05,1.64031E-06,0,0.01460454,0.001076728,4.949124E-05,1.312715E-05,0,0.05916356,0,0,0
0,12,0,0.03489057,0.00433395,0.0001882096,4.929764E-05,0,0.05974985,0.009618282,0.0004279191,0.0001702674,0,0.1399265,0,0,0
0,18,0,0.09211139,0.0166868,0.0006744236,0.0002194509,0,0.1323615,0.02873002,0.001183116,0.0005339563,0,0.2272446,0,0,0
0,24,0,0.1735585,0.03843534,0.0014517,0.0005139693,0,0.2294985,0.05766367,0.002222886,0.001040842,0,0.3202943,0,0,0
0,30,0,0.2761711,0.06859878,0.002454768,0.0008906317,0,0.3479156,0.09447857,0.003461081,0.001619102,0,0.4137726,0,0,0
0,36,0,0.3961985,0.1053578,0.00361554,0.001306494,0,0.4838181,0.1369019,0.004821403,0.002216764,0,0.50731,0,0,0
0,42,0,0.5304322,0.1467752,0.004873214,0.00172983,0,0.6340661,0.1829607,0.006244328,0.002800123,0,0.6008902,0,0,0
0,48,0,0.676235,0.1912079,0.006180618,0.002140203,0,0.7959463,0.2311517,0.007688026,0.003349495,0,0.6944773,0,0,0
0,54,0,0.8313541,0.2373829,0.007503664,0.002525883,0,0.9670503,0.280371,0.009124087,0.003854872,0,0.7874948,0,0,0
